library,sample,sample_type,sort_bin,concentration,date,number_cells,R1
lib2,TiteSeq_06_bin1,TiteSeq,1,6,210624,1260056,/shared/ngs/illumina/tstarr/210728_D00300_1288_AHMGMTBCX3/Unaligned/Project_tstarr/210624_s15-b1_S109_R1_001.fastq.gz; /shared/ngs/illumina/tstarr/210701_D00300_1272_BHM532BCX3/Unaligned/Project_tstarr/210624_s15-b1_S109_R1_001.fastq.gz
lib2,TiteSeq_06_bin2,TiteSeq,2,6,210624,3701958,/shared/ngs/illumina/tstarr/210728_D00300_1288_AHMGMTBCX3/Unaligned/Project_tstarr/210624_s15-b2_S110_R1_001.fastq.gz; /shared/ngs/illumina/tstarr/210701_D00300_1272_BHM532BCX3/Unaligned/Project_tstarr/210624_s15-b2_S110_R1_001.fastq.gz
lib2,TiteSeq_06_bin3,TiteSeq,3,6,210624,90277,/shared/ngs/illumina/tstarr/210728_D00300_1288_AHMGMTBCX3/Unaligned/Project_tstarr/210624_s15-b3_S111_R1_001.fastq.gz; /shared/ngs/illumina/tstarr/210701_D00300_1272_BHM532BCX3/Unaligned/Project_tstarr/210624_s15-b3_S111_R1_001.fastq.gz
lib2,TiteSeq_06_bin4,TiteSeq,4,6,210624,19,/shared/ngs/illumina/tstarr/210728_D00300_1288_AHMGMTBCX3/Unaligned/Project_tstarr/210624_s15-b4_S112_R1_001.fastq.gz; /shared/ngs/illumina/tstarr/210701_D00300_1272_BHM532BCX3/Unaligned/Project_tstarr/210624_s15-b4_S112_R1_001.fastq.gz
lib2,TiteSeq_07_bin1,TiteSeq,1,7,210624,4182689,/shared/ngs/illumina/tstarr/210728_D00300_1288_AHMGMTBCX3/Unaligned/Project_tstarr/210624_s16-b1_S41_R1_001.fastq.gz; /shared/ngs/illumina/tstarr/210701_D00300_1272_BHM532BCX3/Unaligned/Project_tstarr/210624_s16-b1_S41_R1_001.fastq.gz
lib2,TiteSeq_07_bin2,TiteSeq,2,7,210624,830786,/shared/ngs/illumina/tstarr/210728_D00300_1288_AHMGMTBCX3/Unaligned/Project_tstarr/210624_s16-b2_S42_R1_001.fastq.gz; /shared/ngs/illumina/tstarr/210701_D00300_1272_BHM532BCX3/Unaligned/Project_tstarr/210624_s16-b2_S42_R1_001.fastq.gz
lib2,TiteSeq_07_bin3,TiteSeq,3,7,210624,273,/shared/ngs/illumina/tstarr/210728_D00300_1288_AHMGMTBCX3/Unaligned/Project_tstarr/210624_s26-b3_S43_R1_001.fastq.gz; /shared/ngs/illumina/tstarr/210701_D00300_1272_BHM532BCX3/Unaligned/Project_tstarr/210624_s26-b3_S43_R1_001.fastq.gz
lib2,TiteSeq_07_bin4,TiteSeq,4,7,210624,20,/shared/ngs/illumina/tstarr/210728_D00300_1288_AHMGMTBCX3/Unaligned/Project_tstarr/210624_s16-b4_S44_R1_001.fastq.gz; /shared/ngs/illumina/tstarr/210701_D00300_1272_BHM532BCX3/Unaligned/Project_tstarr/210624_s16-b4_S44_R1_001.fastq.gz
lib2,TiteSeq_08_bin1,TiteSeq,1,8,210624,4893728,/shared/ngs/illumina/tstarr/210728_D00300_1288_AHMGMTBCX3/Unaligned/Project_tstarr/210624_s17-b1_S45_R1_001.fastq.gz; /shared/ngs/illumina/tstarr/210701_D00300_1272_BHM532BCX3/Unaligned/Project_tstarr/210624_s17-b1_S45_R1_001.fastq.gz
lib2,TiteSeq_08_bin2,TiteSeq,2,8,210624,154510,/shared/ngs/illumina/tstarr/210728_D00300_1288_AHMGMTBCX3/Unaligned/Project_tstarr/210624_s17-b2_S46_R1_001.fastq.gz; /shared/ngs/illumina/tstarr/210701_D00300_1272_BHM532BCX3/Unaligned/Project_tstarr/210624_s17-b2_S46_R1_001.fastq.gz
lib2,TiteSeq_08_bin3,TiteSeq,3,8,210624,83,/shared/ngs/illumina/tstarr/210728_D00300_1288_AHMGMTBCX3/Unaligned/Project_tstarr/210624_s17-b3_S47_R1_001.fastq.gz; /shared/ngs/illumina/tstarr/210701_D00300_1272_BHM532BCX3/Unaligned/Project_tstarr/210624_s17-b3_S47_R1_001.fastq.gz
lib2,TiteSeq_08_bin4,TiteSeq,4,8,210624,23,/shared/ngs/illumina/tstarr/210728_D00300_1288_AHMGMTBCX3/Unaligned/Project_tstarr/210624_s17-b4_S48_R1_001.fastq.gz; /shared/ngs/illumina/tstarr/210701_D00300_1272_BHM532BCX3/Unaligned/Project_tstarr/210624_s17-b4_S48_R1_001.fastq.gz
lib2,TiteSeq_09_bin1,TiteSeq,1,9,210624,5016672,/shared/ngs/illumina/tstarr/210728_D00300_1288_AHMGMTBCX3/Unaligned/Project_tstarr/210624_s18-b1_S49_R1_001.fastq.gz; /shared/ngs/illumina/tstarr/210701_D00300_1272_BHM532BCX3/Unaligned/Project_tstarr/210624_s18-b1_S49_R1_001.fastq.gz
lib2,TiteSeq_09_bin2,TiteSeq,2,9,210624,86684,/shared/ngs/illumina/tstarr/210728_D00300_1288_AHMGMTBCX3/Unaligned/Project_tstarr/210624_s18-b2_S50_R1_001.fastq.gz; /shared/ngs/illumina/tstarr/210701_D00300_1272_BHM532BCX3/Unaligned/Project_tstarr/210624_s18-b2_S50_R1_001.fastq.gz
lib2,TiteSeq_09_bin3,TiteSeq,3,9,210624,50,/shared/ngs/illumina/tstarr/210728_D00300_1288_AHMGMTBCX3/Unaligned/Project_tstarr/210624_s18-b3_S51_R1_001.fastq.gz; /shared/ngs/illumina/tstarr/210701_D00300_1272_BHM532BCX3/Unaligned/Project_tstarr/210624_s18-b3_S51_R1_001.fastq.gz
lib2,TiteSeq_09_bin4,TiteSeq,4,9,210624,3,/shared/ngs/illumina/tstarr/210728_D00300_1288_AHMGMTBCX3/Unaligned/Project_tstarr/210624_s18-b4_S52_R1_001.fastq.gz; /shared/ngs/illumina/tstarr/210701_D00300_1272_BHM532BCX3/Unaligned/Project_tstarr/210624_s18-b4_S52_R1_001.fastq.gz
lib1,TuGG_TiteSeq_01_bin1,TuGG_TiteSeq,1,1,210624,95588,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s01-b1_S1_R1_001.fastq.gz
lib1,TuGG_TiteSeq_01_bin2,TuGG_TiteSeq,2,1,210624,4168050,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s01-b2_S2_R1_001.fastq.gz
lib1,TuGG_TiteSeq_01_bin3,TuGG_TiteSeq,3,1,210624,4184690,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s01-b3_S3_R1_001.fastq.gz
lib1,TuGG_TiteSeq_01_bin4,TuGG_TiteSeq,4,1,210624,1183718,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s01-b4_S4_R1_001.fastq.gz
lib1,TuGG_TiteSeq_02_bin1,TuGG_TiteSeq,1,2,210624,3314375,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s02-b1_S5_R1_001.fastq.gz
lib1,TuGG_TiteSeq_02_bin2,TuGG_TiteSeq,2,2,210624,5019870,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s02-b2_S6_R1_001.fastq.gz
lib1,TuGG_TiteSeq_02_bin3,TuGG_TiteSeq,3,2,210624,648425,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s02-b3_S7_R1_001.fastq.gz
lib1,TuGG_TiteSeq_02_bin4,TuGG_TiteSeq,4,2,210624,157814,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s02-b4_S8_R1_001.fastq.gz
lib1,TuGG_TiteSeq_03_bin1,TuGG_TiteSeq,1,3,210624,3125305,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s03-b1_S9_R1_001.fastq.gz
lib1,TuGG_TiteSeq_03_bin2,TuGG_TiteSeq,2,3,210624,5256079,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s03-b2_S10_R1_001.fastq.gz
lib1,TuGG_TiteSeq_03_bin3,TuGG_TiteSeq,3,3,210624,953327,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s03-b3_S11_R1_001.fastq.gz
lib1,TuGG_TiteSeq_03_bin4,TuGG_TiteSeq,4,3,210624,120068,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s03-b4_S12_R1_001.fastq.gz
lib1,TuGG_TiteSeq_04_bin1,TuGG_TiteSeq,1,4,210624,7469770,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s04-b1_S13_R1_001.fastq.gz
lib1,TuGG_TiteSeq_04_bin2,TuGG_TiteSeq,2,4,210624,760060,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s04-b2_S14_R1_001.fastq.gz
lib1,TuGG_TiteSeq_04_bin3,TuGG_TiteSeq,3,4,210624,36335,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s04-b3_S15_R1_001.fastq.gz
lib1,TuGG_TiteSeq_04_bin4,TuGG_TiteSeq,4,4,210624,17293,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s04-b4_S16_R1_001.fastq.gz
lib1,TuGG_TiteSeq_05_bin1,TuGG_TiteSeq,1,5,210624,6294823,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s05-b1_S17_R1_001.fastq.gz
lib1,TuGG_TiteSeq_05_bin2,TuGG_TiteSeq,2,5,210624,151581,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s05-b2_S18_R1_001.fastq.gz
lib1,TuGG_TiteSeq_05_bin3,TuGG_TiteSeq,3,5,210624,3155,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s05-b3_S19_R1_001.fastq.gz
lib1,TuGG_TiteSeq_05_bin4,TuGG_TiteSeq,4,5,210624,1286,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s05-b4_S20_R1_001.fastq.gz
lib1,TuGG_TiteSeq_06_bin1,TuGG_TiteSeq,1,6,210624,8590833,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s06-b1_S21_R1_001.fastq.gz
lib1,TuGG_TiteSeq_06_bin2,TuGG_TiteSeq,2,6,210624,180075,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s06-b2_S22_R1_001.fastq.gz
lib1,TuGG_TiteSeq_06_bin3,TuGG_TiteSeq,3,6,210624,2343,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s06-b3_S23_R1_001.fastq.gz
lib1,TuGG_TiteSeq_06_bin4,TuGG_TiteSeq,4,6,210624,912,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s06-b4_S24_R1_001.fastq.gz
lib1,TuGG_TiteSeq_07_bin1,TuGG_TiteSeq,1,7,210624,8613053,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s07-b1_S25_R1_001.fastq.gz
lib1,TuGG_TiteSeq_07_bin2,TuGG_TiteSeq,2,7,210624,186532,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s07-b2_S26_R1_001.fastq.gz
lib1,TuGG_TiteSeq_07_bin3,TuGG_TiteSeq,3,7,210624,690,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s07-b3_S27_R1_001.fastq.gz
lib1,TuGG_TiteSeq_07_bin4,TuGG_TiteSeq,4,7,210624,684,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s07-b4_S28_R1_001.fastq.gz
lib1,TuGG_TiteSeq_09_bin1,TuGG_TiteSeq,1,9,210624,8975223,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s09-b1_S29_R1_001.fastq.gz
lib1,TuGG_TiteSeq_09_bin2,TuGG_TiteSeq,2,9,210624,268793,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s09-b2_S30_R1_001.fastq.gz
lib1,TuGG_TiteSeq_09_bin3,TuGG_TiteSeq,3,9,210624,697,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s09-b3_S31_R1_001.fastq.gz
lib1,TuGG_TiteSeq_09_bin4,TuGG_TiteSeq,4,9,210624,727,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s09-b4_S32_R1_001.fastq.gz
lib2,TuGG_TiteSeq_01_bin1,TuGG_TiteSeq,1,1,210624,115152,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s10-b1_S33_R1_001.fastq.gz
lib2,TuGG_TiteSeq_01_bin2,TuGG_TiteSeq,2,1,210624,5524687,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s10-b2_S34_R1_001.fastq.gz
lib2,TuGG_TiteSeq_01_bin3,TuGG_TiteSeq,3,1,210624,3023595,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s10-b3_S35_R1_001.fastq.gz
lib2,TuGG_TiteSeq_01_bin4,TuGG_TiteSeq,4,1,210624,669346,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s10-b4_S36_R1_001.fastq.gz
lib2,TuGG_TiteSeq_02_bin1,TuGG_TiteSeq,1,2,210624,3655690,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s11-b1_S37_R1_001.fastq.gz
lib2,TuGG_TiteSeq_02_bin2,TuGG_TiteSeq,2,2,210624,5318467,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s11-b2_S38_R1_001.fastq.gz
lib2,TuGG_TiteSeq_02_bin3,TuGG_TiteSeq,3,2,210624,484880,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s11-b3_S39_R1_001.fastq.gz
lib2,TuGG_TiteSeq_02_bin4,TuGG_TiteSeq,4,2,210624,136565,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s11-b4_S40_R1_001.fastq.gz
lib2,TuGG_TiteSeq_03_bin1,TuGG_TiteSeq,1,3,210624,2973732,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s12-b1_S41_R1_001.fastq.gz
lib2,TuGG_TiteSeq_03_bin2,TuGG_TiteSeq,2,3,210624,5603928,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s12-b2_S42_R1_001.fastq.gz
lib2,TuGG_TiteSeq_03_bin3,TuGG_TiteSeq,3,3,210624,830237,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s12-b3_S43_R1_001.fastq.gz
lib2,TuGG_TiteSeq_03_bin4,TuGG_TiteSeq,4,3,210624,77414,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s12-b4_S44_R1_001.fastq.gz
lib2,TuGG_TiteSeq_04_bin1,TuGG_TiteSeq,1,4,210624,9411050,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s13-b1_S45_R1_001.fastq.gz
lib2,TuGG_TiteSeq_04_bin2,TuGG_TiteSeq,2,4,210624,868830,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s13-b2_S46_R1_001.fastq.gz
lib2,TuGG_TiteSeq_04_bin3,TuGG_TiteSeq,3,4,210624,24669,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s13-b3_S47_R1_001.fastq.gz
lib2,TuGG_TiteSeq_04_bin4,TuGG_TiteSeq,4,4,210624,15997,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s13-b4_S48_R1_001.fastq.gz
lib2,TuGG_TiteSeq_05_bin1,TuGG_TiteSeq,1,5,210624,9099859,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s14-b1_S49_R1_001.fastq.gz
lib2,TuGG_TiteSeq_05_bin2,TuGG_TiteSeq,2,5,210624,230472,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s14-b2_S50_R1_001.fastq.gz
lib2,TuGG_TiteSeq_05_bin3,TuGG_TiteSeq,3,5,210624,12450,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s14-b3_S51_R1_001.fastq.gz
lib2,TuGG_TiteSeq_05_bin4,TuGG_TiteSeq,4,5,210624,5709,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s14-b4_S52_R1_001.fastq.gz
lib2,TuGG_TiteSeq_06_bin1,TuGG_TiteSeq,1,6,210624,9243226,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s15-b1_S53_R1_001.fastq.gz
lib2,TuGG_TiteSeq_06_bin2,TuGG_TiteSeq,2,6,210624,207411,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s15-b2_S54_R1_001.fastq.gz
lib2,TuGG_TiteSeq_06_bin3,TuGG_TiteSeq,3,6,210624,4539,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s15-b3_S55_R1_001.fastq.gz
lib2,TuGG_TiteSeq_06_bin4,TuGG_TiteSeq,4,6,210624,1069,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s15-b4_S56_R1_001.fastq.gz
lib2,TuGG_TiteSeq_07_bin1,TuGG_TiteSeq,1,7,210624,9230106,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s16-b1_S57_R1_001.fastq.gz
lib2,TuGG_TiteSeq_07_bin2,TuGG_TiteSeq,2,7,210624,177944,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s16-b2_S58_R1_001.fastq.gz
lib2,TuGG_TiteSeq_07_bin3,TuGG_TiteSeq,3,7,210624,502,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s16-b3_S59_R1_001.fastq.gz
lib2,TuGG_TiteSeq_07_bin4,TuGG_TiteSeq,4,7,210624,684,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s16-b4_S60_R1_001.fastq.gz
lib2,TuGG_TiteSeq_09_bin1,TuGG_TiteSeq,1,9,210624,9196329,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s18-b1_S61_R1_001.fastq.gz
lib2,TuGG_TiteSeq_09_bin2,TuGG_TiteSeq,2,9,210624,279088,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s18-b2_S62_R1_001.fastq.gz
lib2,TuGG_TiteSeq_09_bin3,TuGG_TiteSeq,3,9,210624,618,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s18-b3_S63_R1_001.fastq.gz
lib2,TuGG_TiteSeq_09_bin4,TuGG_TiteSeq,4,9,210624,731,/shared/ngs/illumina/tstarr/220428_VH00699_111_AAATNWKM5/Unaligned/Project_tstarr/220420_s18-b4_S64_R1_001.fastq.gz